name,artist,album,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_popularity,duration_minutes,z1,z2,artist_top_ten
Blue Monday,Sebastian Böhm,Blue Monday,4sApKfQ3QZsWGbEHbXAuTX,0.561,0.632,7,-8.283,1,0.0345,0.0108,0.778,0.0953,0.0991,130.06,4,41,3.5251333333333332,2.008444180226183,0.14546950159154168,Other
Not In The Same Way,5 Seconds of Summer,CALM,4vFQ269uWJUjUKoffU0qUn,0.687,0.67,0,-3.331,1,0.0444,0.185,0.0,0.104,0.735,134.975,4,82,3.6767666666666665,-2.936520171938193,-0.09666830584607261,5 Seconds of Summer
What A Man Gotta Do,Jonas Brothers,What A Man Gotta Do,4wNIkl5XGiAACjFBlDWuSd,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,4,83,3.01075,0.9253913893149421,0.18318371844470854,Other
No Regrets (feat. Krewella),KSHMR,No Regrets (feat. Krewella),58hjBuGWj43LQ6WjN3ZQAK,0.33,0.793,10,-4.628,0,0.155,0.0618,0.0,0.383,0.279,180.162,4,72,3.066666666666667,-1.6447409099636265,-0.04522329415286999,Other
No Shame,5 Seconds of Summer,CALM,5EbidH3lGB30WuDsoR4km6,0.576,0.807,7,-3.019,1,0.0374,0.0185,2.4e-06,0.0963,0.479,90.932,4,82,3.212283333333333,-3.2570287728865184,-0.04296359595131702,5 Seconds of Summer
Single Ladies (Put a Ring on It),Beyoncé,I AM...SASHA FIERCE,5R9a4t5t5O0IsznsrKPVro,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,4,87,3.2202166666666665,-0.9723770085369106,-0.0502930822692981,Other
En el Aire,Vega Almohalla,En el Aire,5Tmjre46yj0r1lBjS9abe9,0.562,0.537,8,-6.808,1,0.109,0.195,0.0,0.141,0.416,169.917,4,42,3.0998833333333335,0.5450403255332905,-0.019699142008823237,Other
Mama Look at Me Now,Galantis,Satisfied (feat. MAX) / Mama Look at Me Now,5UaEBgRvUPFf5CEDhaTdp7,0.59,0.678,10,-5.48,1,0.0384,0.0259,2.2e-05,0.0707,0.4,126.061,4,79,2.9688666666666665,-0.7949679384850856,0.06139721053121608,Galantis
Querer Mejor,Juanes,Querer Mejor,5Yp4UtIwEHfHXEowSan061,0.781,0.705,2,-4.51,1,0.134,0.297,0.0,0.118,0.615,82.523,4,78,2.8546666666666667,-1.75359069366715,-0.1381390241970407,Other
Run Away With Me,Carly Rae Jepsen,Emotion,5e0vgBWfwToyphURwynSXa,0.564,0.719,1,-5.505,1,0.0475,0.0126,0.000177,0.0536,0.251,119.023,4,76,4.188666666666666,-0.7688736677400848,0.02543364820939359,Other
The Chain - 2004 Remaster,Fleetwood Mac,Rumours,5e9TFTbltYBg2xThimr0rU,0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,4,83,4.50355,2.5213357094825932,0.36267982876763794,Other
Bow Down - Homecoming Live,Beyoncé,HOMECOMING: THE LIVE ALBUM,5yZEkyUXbyFCHzrQTH5Ssw,0.395,0.866,1,-7.544,1,0.128,0.0332,0.0,0.432,0.377,141.577,4,87,1.4647833333333333,1.253656003245288,0.2694119141236945,Other
"Touch The Sky - From ""Brave""/Soundtrack",Julie Fowlis,Brave,5yyqx4brn6Bm9U1Rj9ENnz,0.372,0.641,2,-7.954,1,0.047,0.137,0.0,0.103,0.33,119.013,3,56,2.5233333333333334,1.6809822288131442,0.11625230652469959,Other
Pretty Please,Dua Lipa,Future Nostalgia,6DXZiYUbrYgrVIhfX3U9Z2,0.906,0.474,1,-6.124,1,0.194,0.0311,5.5e-06,0.286,0.656,106.976,4,94,3.24345,-0.14927472102981873,0.1441502731835197,Dua Lipa
Cuando los Pies Besan el Piso,Residente/Calle 13,MultiViral,6JYygtu5txyWopPHTAE4Lb,0.682,0.654,10,-5.261,1,0.128,0.0719,0.0,0.319,0.597,150.018,4,73,3.903783333333333,-1.014736631620441,0.08152596704697965,Residente/Calle 13
Bibia Be Ye Ye,Ed Sheeran,÷,6SznMYPQJHzr3IwsAHLId2,0.738,0.677,7,-5.121,1,0.0824,0.52,0.0,0.133,0.882,127.067,4,97,2.9457833333333334,-1.1377358959246042,-0.17333776777331877,Ed Sheeran
Mucho Más Allá,Carmen Sarahi,Frozen 2,6UWaMec3jc3ESl5hfSaejU,0.397,0.356,1,-7.614,1,0.037,0.877,0.000197,0.133,0.397,148.203,3,53,3.2477833333333335,1.3968606863589432,-0.5966198802876045,Other
Formation,Beyoncé,Lemonade,6g0Orsxv6glTJCt4cHsRsQ,0.896,0.621,5,-6.857,0,0.237,0.00532,0.0,0.196,0.818,121.966,4,87,3.4346666666666668,0.567946907721122,0.34175821028325293,Other
René,Residente/Calle 13,René,6gm12xlADJwiBbHIKBXzGW,0.486,0.388,0,-9.326,1,0.126,0.435,0.0,0.196,0.467,90.471,4,67,7.626533333333334,3.0746188863172503,-0.05640147380985425,Residente/Calle 13
Wildflower,5 Seconds of Summer,CALM,6qlcjGJPTZEwR8nf2nSe9C,0.644,0.768,6,-4.316,1,0.0455,0.174,0.0,0.469,0.598,108.992,4,82,3.6756,-1.9566955994928397,-0.03592952433275429,5 Seconds of Summer
Woman Like Me (feat. Nicki Minaj),Little Mix,Woman Like Me (feat. Nicki Minaj),6rrTr2HEAzlpC4KWZxF3S1,0.757,0.849,5,-3.424,0,0.0536,0.173,0.0,0.0878,0.826,150.036,4,84,3.80345,-2.856128563603413,0.021346398711636946,Other
Good In Bed,Dua Lipa,Future Nostalgia,6uAFJ75WDAoAPyCWJAtvks,0.68,0.701,5,-5.001,1,0.0917,0.138,0.000191,0.168,0.649,94.06,4,94,3.6459,-1.2739423175784481,0.04495367471420414,Dua Lipa
"Gato Que Avanza, Perro Que Ladra",Residente/Calle 13,MultiViral,6uV5xO8FBA3bzQTvsULzPc,0.483,0.761,7,-5.029,1,0.209,0.17,0.0,0.0564,0.813,170.129,4,73,5.106216666666667,-1.2517244609039033,0.11092106747800282,Residente/Calle 13
Future Nostalgia,Dua Lipa,Future Nostalgia,6zrJLhslleCHby0wbUnvVy,0.875,0.813,7,-4.502,1,0.0579,0.00618,0.0,0.321,0.859,114.993,4,94,3.081366666666667,-1.790190537416633,0.24445328699384244,Dua Lipa
Body Talks (feat. Kesha),The Struts,YOUNG&DANGEROUS,71hhuJLNpxBQLSbbQ6ZWr4,0.537,0.92,10,-3.438,0,0.274,0.00592,0.0,0.34,0.843,185.703,4,61,2.9526666666666666,-2.8557477273772354,0.19342856488605403,Other
October,Alessia Cara,This Summer,736B63TZx939yQZUXl7TMa,0.735,0.531,0,-7.845,1,0.0293,0.342,6.24e-06,0.0867,0.642,106.985,4,81,4.015116666666667,1.5811642570906104,0.03133191858695894,Alessia Cara
Ready,Alessia Cara,This Summer,74nReXHbAko0DLmBniJest,0.519,0.517,7,-6.643,0,0.181,0.201,0.0,0.217,0.616,73.981,4,81,2.9782166666666665,0.3765385962811211,0.040539224647119815,Alessia Cara
Así de Grandes Son las Ideas,Residente/Calle 13,MultiViral,7HGb3j0nP1NnmaF9dsA2cR,0.511,0.677,4,-7.249,0,0.0653,0.579,0.000954,0.0872,0.492,94.81,3,73,5.182883333333334,0.997156811132813,-0.2245705039439852,Residente/Calle 13
La Rubia - Remix 2,La Nueva Escuela,La Rubia,7KKTnv81z6DmfPIGsZWjOW,0.759,0.717,7,-4.194,1,0.133,0.319,6.57e-06,0.378,0.761,109.888,4,50,3.5143333333333335,-2.071865128801632,-0.11459075751903702,Other
Singing in the Rain (feat. R. City),Simple Plan,Taking One for the Team,7e2y3akt1MG3d5JXAeR9S2,0.562,0.816,1,-3.143,0,0.0504,0.0238,0.0,0.0765,0.65,74.474,4,72,3.7157833333333334,-3.1382209729735138,0.037827676743405675,Other
Cuídate,La Oreja de Van Gogh,El Viaje de Copperpot,7gqIqyeCaV2xNtfZWxEphD,0.662,0.798,8,-4.627,1,0.0335,0.306,0.0,0.174,0.542,141.007,4,74,2.82555,-1.6392503118421116,-0.13526767936571618,Other
London Bridge,Fergie,The Dutchess,7jRoWfRlLnGYEIEn4t4kbq,0.769,0.609,1,-5.894,1,0.357,0.216,0.0,0.166,0.633,90.951,4,73,4.0217833333333335,-0.3743139503433182,0.009774723970911309,Other
Viento y Cielo Alcanzar,Yuridia,Valiente,7xP1PzRNG24qpTWdtin1Gb,0.638,0.648,2,-6.436,1,0.0351,0.0896,1.62e-05,0.141,0.27,118.908,3,71,2.556216666666667,0.1665517198553043,0.016160433954493347,Other
Los Idiotas,Residente/Calle 13,MultiViral,09JGXbYR8MXjg6byTnltfr,0.667,0.836,0,-6.668,1,0.0691,0.305,0.0,0.111,0.674,125.007,4,73,4.506666666666667,0.38946324231029145,0.0914699099957658,Residente/Calle 13
Every Breath You Take,The Police,Stranger Things (Soundtrack from the Netflix Original Series),0SNGe4xksgp7CGnY5kMXOJ,0.822,0.478,1,-8.746,1,0.0343,0.559,0.0073,0.0813,0.722,117.394,4,78,4.1928833333333335,2.492060903645759,-0.06464953831123083,Other
Comfortable,Alessia Cara,The Pains Of Growing,0YBChynpAc8Sji0I067rzT,0.721,0.553,7,-5.354,0,0.0302,0.28,1.63e-06,0.14,0.667,107.943,3,81,4.289116666666667,-0.906959548286914,-0.09001526814062617,Alessia Cara
One Foot,WALK THE MOON,What If Nothing,0iQ77tSa7ncj7zBPtVx6cU,0.582,0.822,0,-4.861,1,0.0365,0.00749,2.09e-06,0.818,0.471,100.025,4,73,4.356216666666667,-1.4222653447180027,0.10942861622494043,Other
How Can I Forget,MKTO,How Can I Forget,0ibG3XCJ32Qq9maUY4AViR,0.796,0.53,8,-5.967,1,0.0558,0.69,0.0,0.0646,0.754,105.031,4,73,2.95235,-0.27388944638192325,-0.35536940823761476,Other
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,Fifty Shades Of Grey,11JqS3TUvbDQt4W9Lji8Ml,0.667,0.342,2,-5.93,0,0.0325,0.397,0.0,0.0945,0.453,119.882,3,97,4.182883333333334,-0.3096308648802626,-0.3074062751870508,Other
Happy Now,Kygo,Happy Now,14sOS5L36385FJ3OL8hew4,0.693,0.575,9,-6.998,1,0.0801,0.374,0.0,0.252,0.492,117.999,4,84,3.5227,0.7405713492126718,-0.10866377793774556,Other
Easier Said,Alessia Cara,The Pains Of Growing,1CThXRPjFSZZuKDjFtUusq,0.411,0.794,11,-3.995,0,0.11,0.0469,0.0,0.0771,0.611,111.471,3,81,3.421116666666667,-2.285533021591837,0.05980009938176378,Alessia Cara
Regrésame Mi Corazón,Carlos Rivera,Guerra,1NTypzYioS7MHVnIR4d7Uy,0.696,0.679,1,-6.84,1,0.094,0.141,0.0,0.115,0.408,94.007,4,78,3.582883333333333,0.5668204184424221,0.07372048193781477,Other
Dangerous Woman,Ariana Grande,Dangerous Woman,1OhstguCoBQ4SXT8ugSmOl,0.664,0.602,4,-5.369,0,0.0412,0.0529,0.0,0.356,0.289,134.049,3,96,3.93245,-0.897179597715461,-0.043138087721396656,Other
La vie en rose - Single Version,Louis Armstrong,The Best Of The Decca Years Volume One: The Singer,1UH4viviUjZnS9aWgPGrk0,0.507,0.0779,0,-12.099,1,0.0544,0.866,0.00275,0.108,0.326,70.808,4,79,3.4066666666666667,5.882632253876054,-0.37004624826709887,Other
Bad Dream,Ruelle,Madness,1XO1QUeaqLjEtoA2zcHz9m,0.624,0.614,8,-6.464,0,0.0339,0.105,0.158,0.109,0.241,119.97,4,67,4.134,0.19785761614548575,-0.018643747686735004,Other
Oye 2014 (feat. Pitbull),Santana,Corazón (Deluxe Version),1ikAhgGMnTl9d3iM6u3W3C,0.6,0.922,7,-5.574,1,0.0462,0.0171,4.55e-06,0.328,0.963,146.095,4,74,3.378216666666667,-0.729488794116287,0.39970299543574195,Other
Fly With Me,Jonas Brothers,"Lines, Vines and Trying Times",1uCnwV9ABsYkNJmrpQOR1H,0.481,0.926,0,-3.464,1,0.0576,0.00561,0.0,0.119,0.523,149.957,4,83,3.90245,-2.821504195681066,0.06199753002135425,Other
Polaroid,Jonas Blue,Polaroid,1wsLHgXJ4SKIfd5ePSX1hD,0.652,0.897,7,-4.481,0,0.036,0.293,0.0,0.0722,0.475,114.033,4,79,3.22295,-1.7887621622547674,-0.12963762635507106,Other
Magic,Coldplay,Ghost Stories,23khhseCLQqVMCIT1WMAns,0.738,0.482,6,-8.917,0,0.0402,0.0266,0.621,0.106,0.352,93.457,4,92,4.750233333333333,2.642092013056157,0.2361021291707613,Other
In Love With A Camera,The Struts,YOUNG&DANGEROUS,2CEjWJ4lPiodKXXS2bhVyP,0.557,0.886,0,-3.092,1,0.0378,0.000125,0.000199,0.355,0.638,127.982,4,61,3.37335,-3.193654307615684,0.07288393436288104,Other
I Don't Want To,Alessia Cara,The Pains Of Growing,2DePNQmfS4t6iUETRU72uH,0.531,0.291,8,-10.172,0,0.379,0.842,0.0,0.321,0.634,82.44,4,81,2.7082166666666665,3.9413758018470335,-0.2931737313876551,Alessia Cara
Icky Thump,The White Stripes,Icky Thump,2LMq1O0NiqGhPOlXo3McYQ,0.417,0.63,9,-7.24,1,0.0898,0.0209,0.0134,0.0543,0.341,94.214,4,75,4.242216666666667,0.9630096073916062,0.1589345042838125,Other
Keep Me Crazy,Sheppard,Watching The Sky,2LbJeXxDsWwu3rIz4wdIcK,0.683,0.875,2,-5.11,1,0.0552,0.0226,0.0,0.175,0.717,143.957,4,66,3.282566666666667,-1.1825922142307443,0.23877837302467453,Other
Nintendo Game,Alessia Cara,The Pains Of Growing,2LwodLGnuRGcqZA14BgeMZ,0.474,0.553,2,-5.592,1,0.228,0.265,0.0,0.161,0.323,203.001,4,81,2.698,-0.6612909365564145,-0.20521303495614476,Alessia Cara
Be Mean,DNCE,DNCE,2T2tqZzWlZo92Xdxluu887,0.7,0.748,9,-5.123,1,0.0707,0.0552,0.0,0.0676,0.522,93.996,4,71,3.5206666666666666,-1.1560125082136778,0.08571652951919842,Other
Old Town Road - Remix,Lil Nas X,7 EP,2YpeDb67231RjR0MgVLzsG,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,4,91,2.617783333333333,-0.7171203518931715,0.125606668537009,Other
Happier,Marshmello,Happier,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,4,87,3.5715,-3.5207776565777795,-0.1310507119769097,Other
My Kind,Alessia Cara,The Pains Of Growing,2extUHGb7pATAetKTWP0yH,0.582,0.622,0,-5.573,0,0.194,0.354,0.0,0.489,0.494,149.798,4,81,3.022666666666667,-0.6833342523314887,-0.18420462345074684,Alessia Cara
Want You Back,5 Seconds of Summer,Youngblood,2vHfabj6nFebekTYODqntl,0.618,0.867,0,-4.915,1,0.0439,0.00699,1.03e-06,0.202,0.579,98.03,4,82,2.8847,-1.3736949722536829,0.17546920381228295,5 Seconds of Summer
SOS (feat. Aloe Blacc),Avicii,TIM,2x0RZdkZcD8QRI53XT4GI5,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,4,84,2.620033333333333,-0.07997324072360643,-0.11133086065742967,Other
Duro y Suave,Leslie Grace,Duro y Suave,31M5m42C3EGlbydf9XB5to,0.769,0.721,10,-4.483,0,0.153,0.111,5.9e-05,0.0505,0.618,94.978,4,66,3.462,-1.7919551235693445,0.021471640039163353,Other
Lights On,Shawn Mendes,Illuminate,348cSuo1eooBe21AzdjAqy,0.705,0.575,9,-6.353,1,0.0648,0.425,0.0,0.122,0.555,90.869,4,89,3.3573333333333335,0.09888348459794882,-0.17390457766056808,Other
I Don't Care (with Justin Bieber),Ed Sheeran,I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,4,97,3.665783333333333,-1.2406179580823955,0.15982722431991808,Ed Sheeran
Could Have Been Me,The Struts,Everybody Wants,3IyCL4Em1GOpNGDf451Hg1,0.541,0.907,4,-4.512,1,0.0642,0.0158,0.000185,0.34,0.434,80.029,4,61,3.12755,-1.772995002316731,0.08959277943556529,Other
Alibi,Bradley Cooper,A Star Is Born Soundtrack,3VQN13uMyi3dGpyIyUhG3X,0.285,0.787,9,-3.641,0,0.036,0.0145,0.00043,0.817,0.636,175.693,4,74,3.0537833333333335,-2.640524438940153,0.06776978700580563,Other
Primadonna Like Me,The Struts,YOUNG&DANGEROUS,3YFaqvSgFBxiJA2xrc70yq,0.53,0.949,11,-2.699,1,0.0459,3.59e-05,0.522,0.378,0.836,137.011,4,61,3.3950833333333335,-3.593944937612306,0.14871656607483644,Other
What Makes A Good Man?,The Heavy,The Glorious Dead,3nGWzFBJ5tMzHWAgs16fK6,0.456,0.803,2,-4.265,1,0.0786,0.000259,0.000368,0.291,0.333,186.15,4,60,3.773,-2.0120103726945637,0.004534014162585309,Other
Rise,Jonas Blue,Rise,3u1S1OmAUhx5DRlLrXqyp3,0.69,0.784,1,-4.653,1,0.032,0.323,0.0,0.203,0.669,106.066,4,79,3.2401333333333335,-1.615089280865597,-0.09841018045657449,Other
Vaina Loca,Ozuna,Aura,48zFZh27QU5qsrBjn4C2FA,0.754,0.805,6,-4.249,1,0.0752,0.315,0.0,0.203,0.555,93.982,4,91,2.93555,-2.016205761577441,-0.16382640850533092,Other
Black Eyes,Bradley Cooper,A Star Is Born Soundtrack,4HUqrGAZ5f0gHRor7z9BFc,0.373,0.937,11,-2.133,0,0.0834,0.000811,6.37e-05,0.815,0.46,150.242,4,74,3.062883333333333,-4.147256448259021,-0.059085517921522945,Other
This Feeling,The Chainsmokers,Sick Boy,4NBTZtAt1F13VvlSKe6KTl,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,4,84,3.2991166666666665,1.6288972840602642,0.20630302439340956,The Chainsmokers
Give Love a Try,Jonas Brothers,Disney's Top Ten,4WdMbrmzcc2QFKSTQxlK9q,0.794,0.29,5,-11.741,1,0.0376,0.539,0.0,0.0974,0.419,95.032,4,83,3.38555,5.493887173406267,-0.012052782629523306,Other
Con Todos Menos Conmigo,Timbiriche,Timbiriche 7,4d7N2lqEJMbQwVy1LCqhXv,0.731,0.392,2,-13.478,1,0.0385,0.564,0.0,0.0851,0.789,114.179,4,68,3.08245,7.211364624937924,0.29295000627040746,Other
Woke Up Late (feat. Hailee Steinfeld),Drax Project,Drax Project,4oPWkP9zQ5ANBbfdHGOvKF,0.698,0.66,2,-5.429,0,0.083,0.043,0.0,0.186,0.351,119.214,4,62,3.03045,-0.8425836304403598,0.016194036673742612,Other
I'll Be There,Jess Glynne,Always in Between,4r1CoAATVuxag55Ct3Y1aX,0.627,0.858,7,-3.116,1,0.0394,0.0288,0.0,0.199,0.399,100.074,4,76,3.2397833333333335,-3.1602101030091636,-0.060291905110245236,Other
Like I Love You,Lost Frequencies,Like I Love You,4sh506lJZac1T4o4NqtIuS,0.863,0.588,1,-7.141,1,0.0847,0.142,3.42e-05,0.457,0.751,117.911,4,82,3.169566666666667,0.8622681735939194,0.20986601672456404,Other
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,No.6 Collaborations Project,4vUmTMuQqjdnvlZmAH61Qk,0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,0.668,97.989,4,97,3.407783333333333,0.10068134468221249,0.12241033545644564,Ed Sheeran
Youngblood,5 Seconds of Summer,Youngblood,55S2PQgSMYAhgoTCcGCDfw,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,4,82,3.3903,-1.1625748348860017,-0.0031986215610353697,5 Seconds of Summer
Thursday,Jess Glynne,Always in Between,57zF9nlPH4rud6f6zuKSQi,0.603,0.554,2,-4.381,1,0.0646,0.452,0.0,0.0545,0.354,111.989,4,76,3.6039833333333333,-1.8585859457209655,-0.4403517209413713,Other
Growing Pains (Reprise),Alessia Cara,The Pains Of Growing,5DSEsH11oe6IyStmZ8o0NT,0.429,0.221,7,-9.096,1,0.0432,0.983,0.0,0.168,0.327,87.072,3,81,0.9968833333333333,2.8888007041079073,-0.6477653457498714,Alessia Cara
Free Bird,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,5EWPGh7jbTNO2wakv8LjUI,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,4,75,9.11845,1.922460621017148,0.2590582242453696,Other
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",5Gu0PDLN4YJeW75PpBSg9p,0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07,4,76,2.9133333333333336,-2.126946528511439,0.10865662882098309,Other
Partition,Beyoncé,BEYONCÉ [Platinum Edition],5hgnY0mVcVetszbb85qeDg,0.412,0.441,11,-11.523,0,0.291,0.0296,0.0726,0.306,0.174,185.571,4,87,5.32445,5.246599810196382,0.343868096552286,Other
Tune Maari Entriyaan,Sohail Sen,Gunday,5kg1GacbhgQfLcbgOBRO9c,0.794,0.865,8,-5.333,1,0.215,0.149,1.38e-05,0.0468,0.779,126.658,4,58,5.22275,-0.9543191131283346,0.1734966448571139,Other
Ruin My Life,Zara Larsson,Ruin My Life,5tAa8Uaqr4VvA3693mbIhU,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,4,79,3.1822,-0.9928074427875883,-0.1998914304994322,Other
What's Up Danger (with Black Caviar),Blackway,Spider-Man: Into the Spider-Verse,5zsHmE2gO3RefVsPyw2e3T,0.701,0.755,2,-5.82,1,0.0417,0.00363,0.000795,0.121,0.116,95.036,4,61,3.7051166666666666,-0.45361059957966987,0.01232790907389944,Other
"Feel It (feat. Lloyd, Rich Homie Quan)",Jacquees,19 - EP,60A9cgTlUXxO7c2ucnen1x,0.54,0.555,4,-9.858,0,0.072,0.0527,0.0,0.413,0.155,127.154,4,72,4.331966666666666,3.58306833559419,0.2284226830489496,Other
Some Nights,fun.,Some Nights,67WTwafOMgegV6ABnBQxcE,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,4,71,4.617333333333334,0.7615690333611937,0.20575860143404562,Other
All We Know,Alessia Cara,The Pains Of Growing,6Dw696uOB5aKDyLzUJREBr,0.47,0.792,4,-4.788,1,0.0973,0.0483,2.08e-06,0.129,0.409,150.959,4,81,3.3948833333333335,-1.489497710020301,0.033107522187293625,Alessia Cara
If I Can't Have You,Shawn Mendes,If I Can't Have You,6LsAAHotRLMOHfCsSfYCsz,0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911,4,89,3.18,-2.0637406345042693,-0.20923588475458949,Other
Afterlife,Hailee Steinfeld,Afterlife (Dickinson),6PFyGdWw0qnstR8KJAWrrr,0.673,0.61,1,-4.73,0,0.0356,0.00662,0.0,0.0572,0.343,122.063,4,76,3.486666666666667,-1.5385727256465025,-0.027968584395815954,Other
Freedom,Pharrell Williams,Freedom,6RB9YvNyP0RZfCUcMtZELH,0.428,0.559,1,-6.374,0,0.067,0.395,3.56e-05,0.136,0.607,86.459,4,82,2.7077833333333334,0.1175248410165384,-0.13082115062407637,Other
Sangria Wine,Pharrell Williams,Sangria Wine,6XlSyYFTU1nodeWwwzVgTV,0.831,0.713,1,-3.646,0,0.094,0.181,0.0,0.0572,0.69,132.109,4,82,3.3808833333333332,-2.623767212751511,-0.07329019374137179,Other
Pasos de cero,Pablo Alborán,Terral,6jfqLf0ZN12naHj7GCv966,0.749,0.637,7,-6.924,1,0.0764,0.308,0.0,0.0878,0.798,99.951,4,78,3.9062166666666664,0.6516220175295955,0.09200281970628352,Other
Do My Thang,Miley Cyrus,Bangerz (Deluxe Version),6n2GPvMJtFZ4ckoc9EWHMx,0.76,0.575,6,-4.06,1,0.0444,0.282,0.000383,0.0993,0.314,131.983,4,86,3.7582166666666668,-2.1881682801883384,-0.333134932150901,Other
7 Days,Alessia Cara,The Pains Of Growing,6qVwzCWDC6Kiatl7v2it7D,0.503,0.697,9,-4.888,0,0.188,0.214,0.0,0.165,0.798,79.157,4,81,3.478,-1.3860831030361123,0.03483701236014554,Alessia Cara
Put Your Money On Me,The Struts,Everybody Wants,76AwsOtk3SePQ8h9kB2pmW,0.565,0.905,5,-3.575,0,0.057,0.00101,0.0,0.325,0.684,126.011,4,61,3.564216666666667,-2.71440959968046,0.1353524577199337,Other
Lost In Japan,Shawn Mendes,Shawn Mendes,79esEXlqqmq0GPz0xQSZTV,0.713,0.738,10,-6.784,1,0.374,0.255,0.0,0.106,0.425,105.027,4,89,3.3533333333333335,0.5139936696491085,0.002256648474702783,Other
Zeus,Destripando la Historia,Zeus,7Aw2LJgquEqPGjIUjxGusy,0.73,0.68,11,-5.665,0,0.0483,0.37,0.0,0.37,0.844,118.012,4,65,2.8665333333333334,-0.6031624060441512,-0.021782399471580977,Other
Walk Me Home,P!nk,Walk Me Home,7DHApOHsIFo7EyfieArYGE,0.652,0.453,1,-6.119,1,0.0445,0.0507,0.0,0.179,0.432,88.039,3,84,2.9565166666666665,-0.1460138802744046,0.025102799309889318,Other
"La Vie En Rose - From ""How I Met Your Mother: Season 9""",Cristin Milioti,How I Met Your Music: Deluxe,7FMudQFEInauBuk4OP1yhT,0.649,0.16,7,-9.795,1,0.254,0.934,0.0,0.0727,0.597,79.852,1,43,1.41555,3.5785408714197535,-0.4599782896865956,Other
Ready to Run,One Direction,FOUR,7GtGeeChOx4NS77bqK8SUx,0.524,0.831,2,-4.174,1,0.036,0.00229,0.0,0.171,0.299,115.067,4,88,3.26755,-2.1031092185534614,-0.008826885880382163,One Direction
Mayores,Becky G,Mayores,7JNh1cfm0eXjqFVOzKLyau,0.743,0.855,5,-3.976,0,0.0436,0.141,0.0045,0.099,0.871,96.989,4,83,3.374216666666667,-2.3092843761199533,0.11154124977535403,Other
Game of Survival,Ruelle,Madness,7jJTRLLwHQsHtBBYCCmqQR,0.557,0.822,11,-4.973,0,0.0522,0.26,0.0808,0.31,0.153,115.979,4,67,2.9761,-1.2877072399942138,-0.22711068122261047,Other
Kiss and Make Up,Dua Lipa,Dua Lipa,7jr3iPu4O4bTCVwLMbdU2i,0.678,0.729,8,-4.188,1,0.137,0.0658,0.0,0.303,0.643,99.895,4,94,3.1528833333333335,-2.089634564167714,0.049845023399334956,Dua Lipa
Cool,Jonas Brothers,Happiness Begins,7yfi8B8opXjnRh4VZnOkz9,0.683,0.598,0,-5.487,1,0.0423,0.00873,0.0,0.156,0.62,78.969,4,83,2.7851166666666667,-0.7908204617470953,0.14173953072850476,Other
Sk8er Boi,Avril Lavigne,Let Go,00Mb3DuaIH1kjrwOku9CGU,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,4,80,3.4,-1.8695689507442115,0.11417603611742433,Other
The Middle,Zedd,The Middle,09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,4,80,3.078866666666667,-3.197702068187274,-0.236700967271191,Other
Hércules,Destripando la Historia,"Destripando la Historia, Vol. 1",0Y9F0Qh1MFQBmiAGrq7U1N,0.642,0.707,1,-7.277,1,0.401,0.516,0.0,0.0733,0.754,128.827,4,65,3.280883333333333,1.0128696358343006,-0.04837302622453282,Other
Stone,Alessia Cara,Know-It-All,0b3qOB5v3kqL1obw0hrfFo,0.771,0.514,6,-5.834,1,0.0324,0.321,2.82e-05,0.0903,0.337,128.022,4,81,3.8,-0.4152925352622835,-0.24088377000285283,Alessia Cara
